 q-point No.           q_x           q_y           q_z  q-path length
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       2.655939      16.687758      88.592597      10.984077
           2       2.655939      16.687758      88.592597      10.984077
           3       5.415730      34.028034     180.649304      22.397649
           4       5.415730      34.028034     180.649304      22.397649
           5       6.573316      41.301361     219.262213      27.185038
           6       6.573316      41.301361     219.262213      27.185038
           7       8.252073      51.849305     275.259535      34.127817
           8       8.252073      51.849305     275.259535      34.127817
           9      10.355938      65.068279     345.436920      42.828700
          10      10.355938      65.068279     345.436920      42.828700
          11      12.059396      75.771418     402.258146      49.873631
          12      12.059396      75.771418     402.258146      49.873631
          13      13.076757      82.163687     436.193662      54.081097
          14      13.076757      82.163687     436.193662      54.081097
          15      14.287198      89.769113     476.569631      59.087077
          16      14.287198      89.769113     476.569631      59.087077
          17      17.738849     111.456478     591.704325      73.361953
          18      17.738849     111.456478     591.704325      73.361953
          19      18.610339     116.932206     620.774077      76.966142
          20      18.610339     116.932206     620.774077      76.966142
          21      18.711515     117.567918     624.148970      77.384575
          22      18.711515     117.567918     624.148970      77.384575
          23      19.753561     124.115281     658.907853      81.694125
          24      19.753561     124.115281     658.907853      81.694125
          25      20.738078     130.301186     691.747818      85.765760
          26      20.738078     130.301186     691.747818      85.765760
          27      21.169745     133.013427     706.146664      87.550989
          28      21.169745     133.013427     706.146664      87.550989
          29      21.534145     135.303021     718.301747      89.058026
          30      21.534145     135.303021     718.301747      89.058026
          31      26.266908     165.039851     876.169747     108.631155
          32      26.266908     165.039851     876.169747     108.631155
          33      27.460007     172.536313     915.967245     113.565413
          34      27.460007     172.536313     915.967245     113.565413
          35      28.120008     176.683219     937.982495     116.294955
          36      28.120008     176.683219     937.982495     116.294955
          37      32.332899     203.153592    1078.509401     133.718063
          38      32.332899     203.153592    1078.509401     133.718063
          39      36.443572     228.981711    1215.626692     150.718433
          40      36.443572     228.981711    1215.626692     150.718433
          41      36.829732     231.408027    1228.507608     152.315462
          42      36.829732     231.408027    1228.507608     152.315462
--
 q-point No.           q_x           q_y           q_z  q-path length
          46      0.500000      0.368421      0.000000       0.187749
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       2.637932      16.574615      87.991935      10.909605
           2       2.637932      16.574615      87.991935      10.909605
           3       5.396568      33.907639     180.010145      22.318403
           4       5.396568      33.907639     180.010145      22.318403
           5       6.675686      41.944572     222.676917      27.608407
           6       6.675686      41.944572     222.676917      27.608407
           7       8.317503      52.260409     277.442019      34.398411
           8       8.317503      52.260409     277.442019      34.398411
           9      10.357342      65.077095     345.483724      42.834503
          10      10.357342      65.077095     345.483724      42.834503
          11      12.026731      75.566179     401.168562      49.738540
          12      12.026731      75.566179     401.168562      49.738540
          13      13.023990      81.832144     434.433552      53.862871
          14      13.023990      81.832144     434.433552      53.862871
          15      14.208595      89.275234     473.947707      58.762000
          16      14.208595      89.275234     473.947707      58.762000
          17      17.729343     111.396745     591.387215      73.322637
          18      17.729343     111.396745     591.387215      73.322637
          19      18.618399     116.982853     621.042956      76.999478
          20      18.618399     116.982853     621.042956      76.999478
          21      18.723944     117.646007     624.563529      77.435974
          22      18.723944     117.646007     624.563529      77.435974
          23      19.796472     124.384904     660.339240      81.871594
          24      19.796472     124.384904     660.339240      81.871594
          25      20.711226     130.132467     690.852119      85.654708
          26      20.711226     130.132467     690.852119      85.654708
          27      21.175596     133.050192     706.341846      87.575188
          28      21.175596     133.050192     706.341846      87.575188
          29      21.537756     135.325709     718.422194      89.072960
          30      21.537756     135.325709     718.422194      89.072960
          31      26.271718     165.070074     876.330195     108.651048
          32      26.271718     165.070074     876.330195     108.651048
          33      27.464166     172.562440     916.105951     113.582611
          34      27.464166     172.562440     916.105951     113.582611
          35      28.129961     176.745759     938.314509     116.336120
          36      28.129961     176.745759     938.314509     116.336120
          37      32.316962     203.053458    1077.977808     133.652154
          38      32.316962     203.053458    1077.977808     133.652154
          39      36.410924     228.776582    1214.537693     150.583414
          40      36.410924     228.776582    1214.537693     150.583414
          41      36.851582     231.545316    1229.236451     152.405827
          42      36.851582     231.545316    1229.236451     152.405827
--
 q-point No.           q_x           q_y           q_z  q-path length
          47      0.500000      0.342105      0.000000       0.191917
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       2.616458      16.439692      87.275653      10.820797
           2       2.616458      16.439692      87.275653      10.820797
           3       5.375512      33.775337     179.307774      22.231321
           4       5.375512      33.775337     179.307774      22.231321
           5       6.796726      42.705086     226.714363      28.108986
           6       6.796726      42.705086     226.714363      28.108986
           7       8.394197      52.742292     280.000258      34.715592
           8       8.394197      52.742292     280.000258      34.715592
           9      10.358917      65.086991     345.536260      42.841017
          10      10.358917      65.086991     345.536260      42.841017
          11      11.988261      75.324466     399.885346      49.579442
          12      11.988261      75.324466     399.885346      49.579442
          13      12.961120      81.437118     432.336426      53.602861
          14      12.961120      81.437118     432.336426      53.602861
          15      14.115538      88.690542     470.843671      58.377149
          16      14.115538      88.690542     470.843671      58.377149
          17      17.718777     111.330361     591.034796      73.278942
          18      17.718777     111.330361     591.034796      73.278942
          19      18.627773     117.041746     621.355607      77.038242
          20      18.627773     117.041746     621.355607      77.038242
          21      18.739844     117.745914     625.093920      77.501734
          22      18.739844     117.745914     625.093920      77.501734
          23      19.842955     124.676961     661.889723      82.063830
          24      19.842955     124.676961     661.889723      82.063830
          25      20.680709     129.940729     689.834211      85.528503
          26      20.680709     129.940729     689.834211      85.528503
          27      21.183692     133.101060     706.611894      87.608670
          28      21.183692     133.101060     706.611894      87.608670
          29      21.541167     135.347140     718.535970      89.087066
          30      21.541167     135.347140     718.535970      89.087066
          31      26.276788     165.101925     876.499289     108.672013
          32      26.276788     165.101925     876.499289     108.672013
          33      27.469617     172.596693     916.287791     113.605156
          34      27.469617     172.596693     916.287791     113.605156
          35      28.141270     176.816815     938.691732     116.382890
          36      28.141270     176.816815     938.691732     116.382890
          37      32.298293     202.936158    1077.355083     133.574946
          38      32.298293     202.936158    1077.355083     133.574946
          39      36.376930     228.562992    1213.403778     150.442827
          40      36.376930     228.562992    1213.403778     150.442827
          41      36.873105     231.680553    1229.954402     152.494842
          42      36.873105     231.680553    1229.954402     152.494842
--
 q-point No.           q_x           q_y           q_z  q-path length
          48      0.500000      0.315789      0.000000       0.196085
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       2.591893      16.285344      86.456243      10.719203
           2       2.591893      16.285344      86.456243      10.719203
           3       5.353548      33.637335     178.575145      22.140486
           4       5.353548      33.637335     178.575145      22.140486
           5       6.934147      43.568532     231.298255      28.677316
           6       6.934147      43.568532     231.298255      28.677316
           7       8.480517      53.284660     282.879600      35.072585
           8       8.480517      53.284660     282.879600      35.072585
           9      10.360590      65.097508     345.592088      42.847939
          10      10.360590      65.097508     345.592088      42.847939
          11      11.944756      75.051116     398.434178      49.399520
          12      11.944756      75.051116     398.434178      49.399520
          13      12.889135      80.984821     429.935253      53.305154
          14      12.889135      80.984821     429.935253      53.305154
          15      14.009797      88.026149     467.316520      57.939838
          16      14.009797      88.026149     467.316520      57.939838
          17      17.707523     111.259645     590.659375      73.232396
          18      17.707523     111.259645     590.659375      73.232396
          19      18.638197     117.107242     621.703314      77.081352
          20      18.638197     117.107242     621.703314      77.081352
          21      18.759297     117.868138     625.742789      77.582183
          22      18.759297     117.868138     625.742789      77.582183
          23      19.890359     124.974813     663.470974      82.259880
          24      19.890359     124.974813     663.470974      82.259880
          25      20.647569     129.732500     688.728757      85.391444
          26      20.647569     129.732500     688.728757      85.391444
          27      21.194489     133.168903     706.972065      87.653325
          28      21.194489     133.168903     706.972065      87.653325
          29      21.544067     135.365364     718.632716      89.099061
          30      21.544067     135.365364     718.632716      89.099061
          31      26.281727     165.132962     876.664057     108.692441
          32      26.281727     165.132962     876.664057     108.692441
          33      27.476521     172.640073     916.518091     113.633710
          34      27.476521     172.640073     916.518091     113.633710
          35      28.153470     176.893468     939.098671     116.433343
          36      28.153470     176.893468     939.098671     116.433343
          37      32.277365     202.804665    1076.657006     133.488396
          38      32.277365     202.804665    1076.657006     133.488396
          39      36.342667     228.347706    1212.260863     150.301124
          40      36.342667     228.347706    1212.260863     150.301124
          41      36.893609     231.809383    1230.638340     152.579639
          42      36.893609     231.809383    1230.638340     152.579639
--
 q-point No.           q_x           q_y           q_z  q-path length
          49      0.500000      0.289474      0.000000       0.200253
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       2.564716      16.114587      85.549723      10.606809
           2       2.564716      16.114587      85.549723      10.606809
           3       5.331574      33.499267     177.842167      22.049609
           4       5.331574      33.499267     177.842167      22.049609
           5       7.085347      44.518550     236.341749      29.302629
           6       7.085347      44.518550     236.341749      29.302629
           7       8.574710      53.876494     286.021549      35.462137
           8       8.574710      53.876494     286.021549      35.462137
           9      10.362285      65.108155     345.648616      42.854947
          10      10.362285      65.108155     345.648616      42.854947
          11      11.897044      74.751331     396.842668      49.202198
          12      11.897044      74.751331     396.842668      49.202198
          13      12.809223      80.482723     427.269699      52.974667
          14      12.809223      80.482723     427.269699      52.974667
          15      13.893445      87.295092     463.435454      57.458647
          16      13.893445      87.295092     463.435454      57.458647
          17      17.695897     111.186601     590.271594      73.184317
          18      17.695897     111.186601     590.271594      73.184317
          19      18.649384     117.177533     622.076479      77.127619
          20      18.649384     117.177533     622.076479      77.127619
          21      18.782194     118.012004     626.506548      77.676877
          22      18.782194     118.012004     626.506548      77.676877
          23      19.936188     125.262765     664.999661      82.449413
          24      19.936188     125.262765     664.999661      82.449413
          25      20.612834     129.514252     687.570113      85.247791
          26      20.612834     129.514252     687.570113      85.247791
          27      21.208386     133.256219     707.435611      87.710798
          28      21.208386     133.256219     707.435611      87.710798
          29      21.546242     135.379030     718.705270      89.108057
          30      21.546242     135.379030     718.705270      89.108057
          31      26.286165     165.160841     876.812065     108.710792
          32      26.286165     165.160841     876.812065     108.710792
          33      27.485001     172.693353     916.800946     113.668779
          34      27.485001     172.693353     916.800946     113.668779
          35      28.166063     176.972590     939.518716     116.485422
          36      28.166063     176.972590     939.518716     116.485422
          37      32.254722     202.662392    1075.901703     133.394750
          38      32.254722     202.662392    1075.901703     133.394750
          39      36.308951     228.135868    1211.136249     150.161689
          40      36.308951     228.135868    1211.136249     150.161689
          41      36.912687     231.929250    1231.274695     152.658537
          42      36.912687     231.929250    1231.274695     152.658537
--
 q-point No.           q_x           q_y           q_z  q-path length
          50      0.500000      0.263158      0.000000       0.204420
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       2.535521      15.931148      84.575874      10.486067
           2       2.535521      15.931148      84.575874      10.486067
           3       5.310350      33.365910     177.134194      21.961831
           4       5.310350      33.365910     177.134194      21.961831
           5       7.247412      45.536833     241.747644      29.972874
           6       7.247412      45.536833     241.747644      29.972874
           7       8.674913      54.506089     289.363966      35.876543
           8       8.674913      54.506089     289.363966      35.876543
           9      10.363922      65.118439     345.703211      42.861716
          10      10.363922      65.118439     345.703211      42.861716
          11      11.845983      74.430506     395.139459      48.991027
          12      11.845983      74.430506     395.139459      48.991027
          13      12.722795      79.939678     424.386757      52.617228
          14      12.722795      79.939678     424.386757      52.617228
          15      13.768878      86.512412     459.280337      56.943479
          16      13.768878      86.512412     459.280337      56.943479
          17      17.684180     111.112981     589.880759      73.135860
          18      17.684180     111.112981     589.880759      73.135860
          19      18.661028     117.250697     622.464896      77.175776
          20      18.661028     117.250697     622.464896      77.175776
          21      18.808215     118.175500     627.374522      77.784492
          22      18.808215     118.175500     627.374522      77.784492
          23      19.978273     125.527192     666.403460      82.623462
          24      19.978273     125.527192     666.403460      82.623462
          25      20.577497     129.292223     686.391402      85.101649
          26      20.577497     129.292223     686.391402      85.101649
          27      21.225615     133.364473     708.010312      87.782051
          28      21.225615     133.364473     708.010312      87.782051
          29      21.547580     135.387435     718.749890      89.113589
          30      21.547580     135.387435     718.749890      89.113589
          31      26.289780     165.183561     876.932678     108.725746
          32      26.289780     165.183561     876.932678     108.725746
          33      27.495105     172.756841     917.137994     113.710568
          34      27.495105     172.756841     917.137994     113.710568
          35      28.178546     177.051024     939.935111     116.537049
          36      28.178546     177.051024     939.935111     116.537049
          37      32.230965     202.513122    1075.109254     133.296499
          38      32.230965     202.513122    1075.109254     133.296499
          39      36.276437     227.931575    1210.051687     150.027221
          40      36.276437     227.931575    1210.051687     150.027221
          41      36.930110     232.038724    1231.855874     152.730594
          42      36.930110     232.038724    1231.855874     152.730594
--
 q-point No.           q_x           q_y           q_z  q-path length
          51      0.500000      0.236842      0.000000       0.208588
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       2.505014      15.739465      83.558261      10.359899
           2       2.505014      15.739465      83.558261      10.359899
           3       5.290476      33.241038     176.471269      21.879639
           4       5.290476      33.241038     176.471269      21.879639
           5       7.417100      46.603011     247.407810      30.674645
           6       7.417100      46.603011     247.407810      30.674645
           7       8.779134      55.160926     292.840392      36.307565
           8       8.779134      55.160926     292.840392      36.307565
           9      10.365424      65.127877     345.753314      42.867928
          10      10.365424      65.127877     345.753314      42.867928
          11      11.792445      74.094117     393.353627      48.769612
          12      11.792445      74.094117     393.353627      48.769612
          13      12.631505      79.366084     421.341640      52.239682
          14      12.631505      79.366084     421.341640      52.239682
          15      13.638834      85.695319     454.942521      56.405658
          16      13.638834      85.695319     454.942521      56.405658
          17      17.672626     111.040383     589.495346      73.088075
          18      17.672626     111.040383     589.495346      73.088075
          19      18.672814     117.324748     622.858019      77.224517
          20      18.672814     117.324748     622.858019      77.224517
          21      18.836819     118.355226     628.328662      77.902790
          22      18.836819     118.355226     628.328662      77.902790
          23      20.014938     125.757565     667.626476      82.775096
          24      20.014938     125.757565     667.626476      82.775096
          25      20.542497     129.072313     685.223933      84.956902
          26      20.542497     129.072313     685.223933      84.956902
          27      21.246133     133.493391     708.694715      87.866907
          28      21.246133     133.493391     708.694715      87.866907
          29      21.548064     135.390480     718.766056      89.115593
          30      21.548064     135.390480     718.766056      89.115593
          31      26.292345     165.199677     877.018234     108.736354
          32      26.292345     165.199677     877.018234     108.736354
          33      27.506773     172.830149     917.527170     113.758819
          34      27.506773     172.830149     917.527170     113.758819
          35      28.190445     177.125787     940.332016     116.586259
          36      28.190445     177.125787     940.332016     116.586259
          37      32.206740     202.360911    1074.301191     133.196312
          38      32.206740     202.360911    1074.301191     133.196312
          39      36.245660     227.738196    1209.025070     149.899937
          40      36.245660     227.738196    1209.025070     149.899937
          41      36.945766     232.137093    1232.378102     152.795342
          42      36.945766     232.137093    1232.378102     152.795342
--
 q-point No.           q_x           q_y           q_z  q-path length
          52      0.500000      0.210526      0.000000       0.212756
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       2.474006      15.544641      82.523972      10.231664
           2       2.474006      15.544641      82.523972      10.231664
           3       5.272390      33.127403     175.868000      21.804843
           4       5.272390      33.127403     175.868000      21.804843
           5       7.590797      47.694385     253.201740      31.393001
           6       7.590797      47.694385     253.201740      31.393001
           7       8.885208      55.827406     296.378624      36.746250
           8       8.885208      55.827406     296.378624      36.746250
           9      10.366720      65.136021     345.796548      42.873288
          10      10.366720      65.136021     345.796548      42.873288
          11      11.737316      73.747734     391.514732      48.541618
          12      11.737316      73.747734     391.514732      48.541618
          13      12.537290      78.774116     418.198978      51.850042
          14      12.537290      78.774116     418.198978      51.850042
          15      13.506426      84.863376     450.525872      55.858064
          16      13.506426      84.863376     450.525872      55.858064
          17      17.661475     110.970322     589.123405      73.041960
          18      17.661475     110.970322     589.123405      73.041960
          19      18.684422     117.397686     623.245235      77.272526
          20      18.684422     117.397686     623.245235      77.272526
          21      18.867250     118.546428     629.343720      78.028641
          22      18.867250     118.546428     629.343720      78.028641
          23      20.045124     125.947230     668.633373      82.899935
          24      20.045124     125.947230     668.633373      82.899935
          25      20.508707     128.860006     684.096831      84.817159
          26      20.508707     128.860006     684.096831      84.817159
          27      21.269528     133.640385     709.475084      87.963660
          28      21.269528     133.640385     709.475084      87.963660
          29      21.547764     135.388590     718.756022      89.114349
          30      21.547764     135.388590     718.756022      89.114349
          31      26.293746     165.208477     877.064954     108.742146
          32      26.293746     165.208477     877.064954     108.742146
          33      27.519798     172.911989     917.961649     113.812688
          34      27.519798     172.911989     917.961649     113.812688
          35      28.201345     177.194275     940.695609     116.631339
          36      28.201345     177.194275     940.695609     116.631339
          37      32.182717     202.209974    1073.499887     133.096963
          38      32.182717     202.209974    1073.499887     133.096963
          39      36.217069     227.558552    1208.071370     149.781693
          40      36.217069     227.558552    1208.071370     149.781693
          41      36.959615     232.224111    1232.840063     152.852618
          42      36.959615     232.224111    1232.840063     152.852618
--
 q-point No.           q_x           q_y           q_z  q-path length
          53      0.500000      0.184211      0.000000       0.216924
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       2.443400      15.352332      81.503035      10.105084
           2       2.443400      15.352332      81.503035      10.105084
           3       5.256379      33.026800     175.333916      21.738625
           4       5.256379      33.026800     175.333916      21.738625
           5       7.764453      48.785494     258.994257      32.111181
           6       7.764453      48.785494     258.994257      32.111181
           7       8.990738      56.490471     299.898729      37.182687
           8       8.990738      56.490471     299.898729      37.182687
           9      10.367749      65.142485     345.830864      42.877543
          10      10.367749      65.142485     345.830864      42.877543
          11      11.681532      73.397232     389.653974      48.310914
          12      11.681532      73.397232     389.653974      48.310914
          13      12.442414      78.177991     415.034250      51.457666
          14      12.442414      78.177991     415.034250      51.457666
          15      13.375166      84.038644     446.147504      55.315216
          16      13.375166      84.038644     446.147504      55.315216
          17      17.650963     110.904272     588.772754      72.998485
          18      17.650963     110.904272     588.772754      72.998485
          19      18.695541     117.467549     623.616125      77.318511
          20      18.695541     117.467549     623.616125      77.318511
          21      18.898552     118.743101     630.387827      78.158094
          22      18.898552     118.743101     630.387827      78.158094
          23      20.068445     126.093758     669.411266      82.996382
          24      20.068445     126.093758     669.411266      82.996382
          25      20.476927     128.660329     683.036775      84.685729
          26      20.476927     128.660329     683.036775      84.685729
          27      21.294985     133.800336     710.324237      88.068941
          28      21.294985     133.800336     710.324237      88.068941
          29      21.546810     135.382602     718.724231      89.110407
          30      21.546810     135.382602     718.724231      89.110407
          31      26.293999     165.210068     877.073402     108.743194
          32      26.293999     165.210068     877.073402     108.743194
          33      27.533814     173.000056     918.429181     113.870654
          34      27.533814     173.000056     918.429181     113.870654
          35      28.210923     177.254456     941.015102     116.670950
          36      28.210923     177.254456     941.015102     116.670950
          37      32.159572     202.064551    1072.727863     133.001244
          38      32.159572     202.064551    1072.727863     133.001244
          39      36.191041     227.395017    1207.203187     149.674052
          40      36.191041     227.395017    1207.203187     149.674052
          41      36.971665     232.299824    1233.242010     152.902453
          42      36.971665     232.299824    1233.242010     152.902453
--
 q-point No.           q_x           q_y           q_z  q-path length
          54      0.500000      0.157895      0.000000       0.221091
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       2.414153      15.168573      80.527488       9.984131
           2       2.414153      15.168573      80.527488       9.984131
           3       5.242596      32.940199     174.874162      21.681623
           4       5.242596      32.940199     174.874162      21.681623
           5       7.933486      49.847560     264.632595      32.810245
           6       7.933486      49.847560     264.632595      32.810245
           7       9.093029      57.133186     303.310799      37.605729
           8       9.093029      57.133186     303.310799      37.605729
           9      10.368464      65.146981     345.854735      42.880503
          10      10.368464      65.146981     345.854735      42.880503
          11      11.626163      73.049335     387.807046      48.081924
          12      11.626163      73.049335     387.807046      48.081924
          13      12.349508      77.594248     411.935252      51.073439
          14      12.349508      77.594248     411.935252      51.073439
          15      13.248951      83.245614     441.937438      54.793234
          16      13.248951      83.245614     441.937438      54.793234
          17      17.641316     110.843654     588.450946      72.958586
          18      17.641316     110.843654     588.450946      72.958586
          19      18.705872     117.532458     623.960721      77.361235
          20      18.705872     117.532458     623.960721      77.361235
          21      18.929598     118.938174     631.423436      78.286493
          22      18.929598     118.938174     631.423436      78.286493
          23      20.085158     126.198769     669.968755      83.065502
          24      20.085158     126.198769     669.968755      83.065502
          25      20.447878     128.477805     682.067788      84.565590
          26      20.447878     128.477805     682.067788      84.565590
          27      21.321328     133.965853     711.202943      88.177887
          28      21.321328     133.965853     711.202943      88.177887
          29      21.545384     135.373641     718.676661      89.104510
          30      21.545384     135.373641     718.676661      89.104510
          31      26.293250     165.205361     877.048410     108.740095
          32      26.293250     165.205361     877.048410     108.740095
          33      27.548290     173.091007     918.912024     113.930519
          34      27.548290     173.091007     918.912024     113.930519
          35      28.218970     177.305019     941.283530     116.704231
          36      28.218970     177.305019     941.283530     116.704231
          37      32.137963     201.928778    1072.007066     132.911877
          38      32.137963     201.928778    1072.007066     132.911877
          39      36.167894     227.249581    1206.431091     149.578324
          40      36.167894     227.249581    1206.431091     149.578324
          41      36.981952     232.364458    1233.585142     152.944996
          42      36.981952     232.364458    1233.585142     152.944996
--
 q-point No.           q_x           q_y           q_z  q-path length
          55      0.500000      0.131579      0.000000       0.225259
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       2.387251      14.999543      79.630134       9.872874
           2       2.387251      14.999543      79.630134       9.872874
           3       5.231091      32.867913     174.490411      21.634044
           4       5.231091      32.867913     174.490411      21.634044
           5       8.092706      50.847973     269.943623      33.468729
           6       8.092706      50.847973     269.943623      33.468729
           7       9.189029      57.736374     306.513028      38.002755
           8       9.189029      57.736374     306.513028      38.002755
           9      10.368845      65.149375     345.867442      42.882078
          10      10.368845      65.149375     345.867442      42.882078
          11      11.572560      72.712536     386.019039      47.860240
          12      11.572560      72.712536     386.019039      47.860240
          13      12.261604      77.041928     409.003074      50.709895
          14      12.261604      77.041928     409.003074      50.709895
          15      13.131991      82.510730     438.036055      54.309525
          16      13.131991      82.510730     438.036055      54.309525
          17      17.632746     110.789812     588.165107      72.923146
          18      17.632746     110.789812     588.165107      72.923146
          19      18.715136     117.590670     624.269754      77.399550
          20      18.715136     117.590670     624.269754      77.399550
          21      18.959134     119.123753     632.408647      78.408644
          22      18.959134     119.123753     632.408647      78.408644
          23      20.096056     126.267245     670.332282      83.110573
          24      20.096056     126.267245     670.332282      83.110573
          25      20.422194     128.316428     681.211061      84.459369
          26      20.422194     128.316428     681.211061      84.459369
          27      21.347131     134.127981     712.063655      88.284602
          28      21.347131     134.127981     712.063655      88.284602
          29      21.543691     135.363000     718.620168      89.097505
          30      21.543691     135.363000     718.620168      89.097505
          31      26.291751     165.195944     876.998418     108.733897
          32      26.291751     165.195944     876.998418     108.733897
          33      27.562546     173.180585     919.387580     113.989481
          34      27.562546     173.180585     919.387580     113.989481
          35      28.225406     177.345453     941.498190     116.730846
          36      28.225406     177.345453     941.498190     116.730846
          37      32.118509     201.806542    1071.358132     132.831419
          38      32.118509     201.806542    1071.358132     132.831419
          39      36.147891     227.123897    1205.763858     149.495598
          40      36.147891     227.123897    1205.763858     149.495598
          41      36.990527     232.418333    1233.871158     152.980457
          42      36.990527     232.418333    1233.871158     152.980457
--
 q-point No.           q_x           q_y           q_z  q-path length
          56      0.500000      0.105263      0.000000       0.229427
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       2.363654      14.851277      78.843014       9.775283
           2       2.363654      14.851277      78.843014       9.775283
           3       5.221841      32.809792     174.181855      21.595788
           4       5.221841      32.809792     174.181855      21.595788
           5       8.236283      51.750093     274.732835      34.062515
           6       8.236283      51.750093     274.732835      34.062515
           7       9.275313      58.278513     309.391153      38.359597
           8       9.275313      58.278513     309.391153      38.359597
           9      10.368907      65.149763     345.869503      42.882334
          10      10.368907      65.149763     345.869503      42.882334
          11      11.522548      72.398302     384.350819      47.653407
          12      11.522548      72.398302     384.350819      47.653407
          13      12.182114      76.542478     406.351577      50.381152
          14      12.182114      76.542478     406.351577      50.381152
          15      13.028630      81.861296     434.588318      53.882060
          16      13.028630      81.861296     434.588318      53.882060
          17      17.625449     110.743963     587.921702      72.892968
          18      17.625449     110.743963     587.921702      72.892968
          19      18.723085     117.640613     624.534897      77.432424
          20      18.723085     117.640613     624.534897      77.432424
          21      18.985829     119.291478     633.299070      78.519042
          22      18.985829     119.291478     633.299070      78.519042
          23      20.102302     126.306490     670.540629      83.136405
          24      20.102302     126.306490     670.540629      83.136405
          25      20.400421     128.179625     680.484796      84.369324
          26      20.400421     128.179625     680.484796      84.369324
          27      21.370873     134.277155     712.855592      88.382789
          28      21.370873     134.277155     712.855592      88.382789
          29      21.541942     135.352012     718.561835      89.090273
          30      21.541942     135.352012     718.561835      89.090273
          31      26.289831     165.183876     876.934350     108.725953
          32      26.289831     165.183876     876.934350     108.725953
          33      27.575804     173.263882     919.829792     114.044308
          34      27.575804     173.263882     919.829792     114.044308
          35      28.230273     177.376035     941.660543     116.750975
          36      28.230273     177.376035     941.660543     116.750975
          37      32.101768     201.701354    1070.799705     132.762183
          38      32.101768     201.701354    1070.799705     132.762183
          39      36.131246     227.019314    1205.208644     149.426760
          40      36.131246     227.019314    1205.208644     149.426760
          41      36.997445     232.461803    1234.101931     153.009070
          42      36.997445     232.461803    1234.101931     153.009070
--
 q-point No.           q_x           q_y           q_z  q-path length
          57      0.500000      0.078947      0.000000       0.233595
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       2.344248      14.729346      78.195702       9.695027
           2       2.344248      14.729346      78.195702       9.695027
           3       5.214776      32.765405     173.946211      21.566572
           4       5.214776      32.765405     173.946211      21.566572
           5       8.357858      52.513973     278.788149      34.565310
           6       8.357858      52.513973     278.788149      34.565310
           7       9.348159      58.736213     311.821009      38.660860
           8       9.348159      58.736213     311.821009      38.660860
           9      10.368716      65.148562     345.863127      42.881543
          10      10.368716      65.148562     345.863127      42.881543
          11      11.478578      72.122034     382.884157      47.471564
          12      11.478578      72.122034     382.884157      47.471564
          13      12.114726      76.119067     404.103758      50.102458
          14      12.114726      76.119067     404.103758      50.102458
          15      12.943073      81.323728     431.734453      53.528226
          16      12.943073      81.323728     431.734453      53.528226
          17      17.619592     110.707158     587.726308      72.868742
          18      17.619592     110.707158     587.726308      72.868742
          19      18.729503     117.680939     624.748980      77.458967
          20      18.729503     117.680939     624.748980      77.458967
          21      19.008352     119.432997     634.050370      78.612191
          22      19.008352     119.432997     634.050370      78.612191
          23      20.105237     126.324927     670.638508      83.148540
          24      20.105237     126.324927     670.638508      83.148540
          25      20.383011     128.070237     679.904075      84.297324
          26      20.383011     128.070237     679.904075      84.297324
          27      21.391090     134.404184     713.529971      88.466402
          28      21.391090     134.404184     713.529971      88.466402
          29      21.540340     135.341944     718.508385      89.083646
          30      21.540340     135.341944     718.508385      89.083646
          31      26.287846     165.171407     876.868154     108.717746
          32      26.287846     165.171407     876.868154     108.717746
          33      27.587240     173.335741     920.211276     114.091606
          34      27.587240     173.335741     920.211276     114.091606
          35      28.233719     177.397686     941.775484     116.765226
          36      28.233719     177.397686     941.775484     116.765226
          37      32.088221     201.616238    1070.347842     132.706159
          38      32.088221     201.616238    1070.347842     132.706159
          39      36.118130     226.936901    1204.771126     149.372515
          40      36.118130     226.936901    1204.771126     149.372515
          41      37.002762     232.495206    1234.279264     153.031056
          42      37.002762     232.495206    1234.279264     153.031056
--
 q-point No.           q_x           q_y           q_z  q-path length
          58      0.500000      0.052632      0.000000       0.237762
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       2.329794      14.638525      77.713548       9.635248
           2       2.329794      14.638525      77.713548       9.635248
           3       5.209813      32.734217     173.780639      21.546044
           4       5.209813      32.734217     173.780639      21.546044
           5       8.450931      53.098766     281.892720      34.950227
           6       8.450931      53.098766     281.892720      34.950227
